make,model,year,price,mileage,fuel_type,transmission,description,image_url,body_type,vehicle_id
Hyundai,Santro,2006,990000,100000,Petrol,Manual,"Selling my trusty 2006 Hyundai Santro, a compact hatchback. This well-maintained car is perfect for city driving. Regular servicing and upkeep have been performed timely. Almost in genuine paint. 
Engine is also in good condition. 
Only calls will be entertained.",https://images.olx.com.pk/thumbnails/414324285-800x600.jpeg,None,kaggle_5600
Toyota,Corolla Xli,2008,1650000,200000,Petrol,Manual,"Toyota Corolla XLI 
Model : 2008
Engine : 100% Soundless Engine

AC : Chilled
Suspension : 100%
Tires : Brand New 100%
New Expensive Alloy Rims installed
Body : 
(OUTER)
Shower

(INNER)
 Original Guarantee 

Wiring : 100% Okay
Expensive LEDs Installed in Headlights 
200watt LEDs in High Beam
150watt LEDs in Low Beam
Expensive Fog lights with 100watt LEDs 
New Seat Covers . 
New Door mates installed
Dashboard buttons are rapped
New shaped Steering 
CNG/LPG Lagi huwii hy with great performance 
Mostly used on Patrol
Best Patrol Average 
Car is Neat and Clean from Inside to outside
Documents : Clear
Number Plates : Original
Tax is Clear till Dec 2024 


Note : Engine is changed but book pr chahri huwii hy 

Please Time waste Karney waley dur rahein.",https://images.olx.com.pk/thumbnails/414826675-800x600.jpeg,None,kaggle_5601
Suzuki,Alto,2005,550000,10000,Petrol,Manual,"only serious person can contact 
",https://images.olx.com.pk/thumbnails/413563376-800x600.jpeg,None,kaggle_5602
Toyota,Corolla Xli,2006,2050000,100000,Petrol,Manual,only serious buyers contact,https://images.olx.com.pk/thumbnails/414891596-800x600.jpeg,None,kaggle_5603
Suzuki,Bolan,2003,650000,425180,Petrol,Manual,back camera Lcd. tape and dual sapekr. Frant  car seets. . engine overalls new 10 days. tyer goog . body verry good . hissa Good. documents clear. . . . الحمدللہ جو بھی خریدے گا دعا دے گا اس پر ایک روپیہ بھی لگانے کی ضرورت نہیں ۔خریدو اور چلاو بس۔۔. نوٹ۔ جس کو سستی گاڑی چاہیے وہ کباڑ خانوں کا رخ کریں' شکریہ ۔,https://images.olx.com.pk/thumbnails/411515872-800x600.jpeg,None,kaggle_5604
Kia,Classic,2005,435000,145000,Petrol,Manual,"The Car is in buy-and-run condition. Selling urgently. 

Oil and Tuning Done recently. 

Fuel Average is 15-16 in City and 17-19 on long routes. 

Token taxes are all paid. Original Car papers are under-processing at Islamabad for biometrics. They will be converted to your name if you buy the car. 

Following are the facts about the car's condition:

- Tyres at 95%
- Suspension at 90%
- Engine at 90%
- Gearbox at 90%
- Body Paint has been showered from the outside
- Fresh Japanese Leatherette interior (22k Rupees Cost)
- Bluetooth, Aux, and USB Connecting Screen with reverse camera
- LED Headlights
- Fully Carpeted trunk (Diggi)
- Full-Size Spare wheel at 80%
- New High-quality main battery cables installed

and many more features. . . 

The car has been kept with care with me at least. Selling it urgently because moving abroad. 

Feel free to contact me to know more details and have a look at the car.",https://images.olx.com.pk/thumbnails/402030527-800x600.jpeg,None,kaggle_5605
Toyota,Altis Grande,2015,4050000,99000,Petrol,Automatic,"Toyota Corolla Altis Grande CVT-i 1.8
First Owner, Total Genuine
Yokohama Tyres Excellent Condition
Immaculate condition
2 keys available
Engine, suspension, 100%
All periodic maintenance 100% done. 
Complete Documents + Smart Card
For urgent sale.",https://images.olx.com.pk/thumbnails/413377266-800x600.jpeg,None,kaggle_5606
Daihatsu,Move,2017,2890000,71000,Petrol,Automatic,"2017 model
2019 import and registered
home used car",https://images.olx.com.pk/thumbnails/409715695-800x600.jpeg,None,kaggle_5607
Daihatsu,Mira,2014,2610000,85000,Petrol,Automatic,"Mira for sale
2014 model 2017 import. 
white color
Islamabad Registered 
LSA package. 
4.5 grade Auction sheet attached in picture. 
price is negotiable.   
fuel average in city 21- 24 km/ liter.",https://images.olx.com.pk/thumbnails/414278541-800x600.jpeg,None,kaggle_5608
Daihatsu,Cuore,2006,700000,176708,Petrol,Manual,Chaat ganeyn ha andar sy pack ha,https://images.olx.com.pk/thumbnails/414799446-800x600.jpeg,None,kaggle_5609
Suzuki,Wagon R,2018,2400000,76400,Petrol,Manual,(View phone number),https://images.olx.com.pk/thumbnails/411211904-800x600.jpeg,None,kaggle_5610
Toyota,Corrolla Altis,2020,3900000,40000,Petrol,Automatic,"FALTO LOG DOOR RAHO POST SAY CALL KRO JIS KO LENA HO
PH:",https://images.olx.com.pk/thumbnails/412392611-800x600.jpeg,None,kaggle_5611
Chevrolet,Exclusive,2005,575000,123456,Petrol,Manual,"[03four8.8seven3six00nine] wtsap
new tire engine 100% ac ka compressor nh laga baki saman laga h best fuel average 16 + all sensor working condition",https://images.olx.com.pk/thumbnails/394826044-800x600.jpeg,None,kaggle_5612
Suzuki,Cultus Vxr,2022,3285000,49000,Petrol,Manual,"Salam
I Have Suzuki Cultus Classy White Colour  
( 1st owner) 

Car is in Good & Perfect Condition
Everything is in running Condition
All Ignitions Are Working 

Engine is 100% ( No Smoke Water Dropping)
Suspension 100%
New tyres With good Health
Car is in 100% Geniune Condition 
No dent no scrathes
No rust 

Lcd installed
Ac on
Heater on 

Costly irridium Plugs Installed
Best Fuel Average
Geniune milage 49000
New poshish with extra cusions & Arm rester
Never been got into accident granted 

Its 2022 Model
Complete original smart card file available 
Feel free to contact On Given Num
CHAUDHARY Shehzad
0*3*2*4*4*8*9*9*3*4*7 

0*3*0*0*8*8*8*1*3*9*6",https://images.olx.com.pk/thumbnails/414168150-800x600.jpeg,None,kaggle_5613
Suzuki,Alto,2004,640000,99000,Petrol,Manual,"Suzuki alto vxr
Model 2004
Sealed engine
Smooth drive
Chilled Ac
Alloyrims
Perfect suspensions
Petrol
Excellent condition",https://images.olx.com.pk/thumbnails/414096396-800x600.jpeg,None,kaggle_5614
Suzuki,Alto,2021,2510000,37000,Petrol,Automatic,"Alto vxl ags black colour total genuine Condition no work required
30 Dec 20 Registration invoice 24 Dec 
total original condition low mileage
neat and clean car 
LCD back camera
new tyre 
power staring power mirror
key less entry etc. 
all assesries in working 
no foolish offer please
price is Final 
visit can after office hours",https://images.olx.com.pk/thumbnails/409800837-800x600.jpeg,None,kaggle_5615
Toyota,Corolla Xli,2010,2015000,123456,Petrol,Manual,nice car chat Digi fornt jenwn sayd bhi zeada jenwn sell pek ha rim tayr ac fit excheng bhi ho jay gi down xli cultus mehran,https://images.olx.com.pk/thumbnails/412762017-800x600.jpeg,None,kaggle_5616
Toyota,Corolla Xli,2006,1650000,1111,Petrol,Manual,"AC Heater working 
CNG installed . outer showered. . 
engine 10/10
Alloy rim Tyre installed
Token up to date
suspension Ok
exchange possible with Cultus or mehran urgent sale. . 
contact only serious person. . little bit negotiable. . . .",https://images.olx.com.pk/thumbnails/413110275-800x600.jpeg,None,kaggle_5617
Daihatsu,Mira,2019,3400000,39000,Petrol,Automatic,"DAIHATSU MIRA 
MODEL 2019 
REGISTER 2021 
COLOR SILVER 
PKG XSA3 
IMPORT MILEAGE 14000
CURRENT MILEAGE 39000
FULLY ORIGINAL 
ORIGINAL RIM
GRADE 4
DEMAND ",https://images.olx.com.pk/thumbnails/327521210-800x600.jpeg,None,kaggle_5618
Daihatsu,Hijet,2011,1550000,81500,Petrol,Automatic,"hijet 2011 registered 2016 full cruse power window side mirror power power steering 4power window sofa set rim Tyre tube less price kuch kam ho jaige… jis ko samajh ho wohi bat kare family used car hai…
zero three zero zero two nine 76 eight 99 m. saleem",https://images.olx.com.pk/thumbnails/385685752-800x600.jpeg,None,kaggle_5619
Toyota,Passo,2012,2520000,136000,Petrol,Automatic,"Imported in 2016,Life time token paid. . . No touch ups
Inspection can be done at
Immigration and Passports,G-8/1 (9:00AM to 4:00 PM)
St No. 1 G-9/2 (5:00 PM to 9:00 PM)",https://images.olx.com.pk/thumbnails/414896267-800x600.jpeg,None,kaggle_5620
Chevrolet,Joy,2007,985000,197000,Petrol,Manual,White color AC Heater in working condition documents cleared and named,https://images.olx.com.pk/thumbnails/415143810-800x600.jpeg,None,kaggle_5621
Suzuki,Baleno,2000,590000,200000,Petrol,Manual,"Suzuki baleno japness glip 2000 model 2001 registration
Complete file complete orignal documents 
Ac on working chilled condition
Outer shower inner full genuine 
Engen changed update on book
Suspention 95% ok
Engen condition 100%ok
Clutch plats condition 100%ok
Rear camera working ok
Best Feul average in city 12 to 13 km per  litter on ac and on long route 14 to 15 km per litter. 
Not any singel work required just buy and drive
Family used car
5.35 and 5.40wale hazrat kindly stay away apna or hmara time west na karen. Urgent sale
For other detail contact number
0/3/1/3-2/1/7/5/7/9/7",https://images.olx.com.pk/thumbnails/405181679-800x600.jpeg,None,kaggle_5622
Toyota,Corrolla Altis,2008,2400000,131272,Petrol,Automatic,Corolla Altis 1.8 90%geniune New tyre new alloy rim neat and clean interior engine suspension 100% All ok no any fault just buy and drive a car fully comfortable drive in a car family used car cahska party and deolar stay away from add contact ,https://images.olx.com.pk/thumbnails/414844648-800x600.jpeg,None,kaggle_5623
Toyota,Yaris,2020,4249000,48000,Petrol,Automatic,"New tyres
leather seats 
leather flooring 
andriod panel
cruise 
side mirror auto
original condition 
location Rawalpindi morgah 
1st owner 
Toyota maintained 

sorry for time waster 

what's app for video

call for more details",https://images.olx.com.pk/thumbnails/405526215-800x600.jpeg,None,kaggle_5624
Suzuki,Bolan,2014,1250000,60000,Petrol,Manual,"shakrial cng, Madina hotal,",https://images.olx.com.pk/thumbnails/414429582-800x600.jpeg,None,kaggle_5625
Suzuki,Bolan,2016,1200000,80000,Petrol,Manual,Bolan is in very good condition genuine paint just buy and drive.,https://images.olx.com.pk/thumbnails/412109999-800x600.jpeg,None,kaggle_5626
Toyota,Corolla Xli,2011,2380000,200000,Petrol,Manual,Xli convert in GLI .,https://images.olx.com.pk/thumbnails/414144224-800x600.jpeg,None,kaggle_5627
Honda,Civic Oriel,2013,3620000,85000,Petrol,Manual,"Honda Civic Rebirth B2B
Model 2013
I-Vtec Orial Manual
Islamabad Registration
No Touching Scretchless Condition
Leather Seats
Alloy Wheels
Yokohama Tyres
Engine 10/10
Everything is Ok
85000 Km Millage Totally driven on petrol. In showroom condition. Price is flexible. Token tax is up to date. Looking to sell the car urgently. Can be Exchange with Mira or Alto etc",https://images.olx.com.pk/thumbnails/410501404-800x600.jpeg,None,kaggle_5628
Toyota,Corrolla Altis,2016,3790000,95000,Petrol,Automatic,"*TOYOTA COROLLA ALTIS 1.6* 
*AUTOMATIC TRANSMISSION* 

*MODEL 2016*
*REGISTERED 2016*

*WHITE COLOUR* 

*94000 KMS DRIVEN* 
*THROUGHOUT HI OCTANE  DRIVEN*

*ANDROID TV  NAVIGATION*
*BACK CAMERA*
*KEYLESS ENTRY*
*POWER LOCKS*
*FOG LIGHTS* 
*ORIGINAL ALLOY RIMS* 
*SOUNDLESS DRIVE*
 
*EXCELLENT CONDITION*

PRICE SLIGHTLY NEGOTIABLE 

YASIR MEGHANI",https://images.olx.com.pk/thumbnails/406579121-800x600.jpeg,None,kaggle_5629
Daihatsu,Mira,2015,2400000,98000,Petrol,Automatic,2105 model 16 import and 16 registered total genuine paint mint showroom condition engine macenical 100%fit seal packed full option car retractable mirror lane assist adjustable lights TV etc sold nearest offer beautiful car multan registered bio matric available,https://images.olx.com.pk/thumbnails/415026803-800x600.jpeg,None,kaggle_5630
Toyota,Corolla Xli,2017,3475000,179000,Petrol,Manual,"Toyota Xli 2017, Only serious customers looking forward",https://images.olx.com.pk/thumbnails/412791612-800x600.jpeg,None,kaggle_5631
Toyota,Altis Grande,2015,3910000,114000,Petrol,Automatic,"toyota grande
junion car
inside side total junion
outside roof bonnet diggi junion and one more piece junion
sides shower
family car",https://images.olx.com.pk/thumbnails/414214219-800x600.jpeg,None,kaggle_5632
Suzuki,Ravi,2013,750000,91000,Petrol,Manual,"suzuki ravi 2013 , 14.
2013 k 12 month ki h gari
1st owner return file
private number
1 door touchup
engine sealed
soundless engine
throwout petrol
no commercial use 
apni geniune halat me h gari",https://images.olx.com.pk/thumbnails/412127898-800x600.jpeg,None,kaggle_5633
Daihatsu,Hijet,2015,1700000,115000,Petrol,Automatic,2015 model registration 2022 in Karachi,https://images.olx.com.pk/thumbnails/414649104-800x600.jpeg,None,kaggle_5634
Honda,Civic Prosmetic,2001,1370000,160000,Petrol,Automatic,"lahore registered roof pillar diggi original seal to seal new engine mentioned on book android player back camera brand new tyres original alloy rims
suspension is new 
no fault bo leakage
gear shifting 200% 
original number plates
token upto date 
average is 11 to 13 in city 
chilled ac
speedo meter and back lights converted into 2005 model 
book file original sorry for dealers urgent sale",https://images.olx.com.pk/thumbnails/412747545-800x600.jpeg,None,kaggle_5635
Toyota,Corrolla Altis,2016,4080000,90000,Petrol,Automatic,"Toyota Corolla Altis 1.6 Model 2016
*1st Owner Car
*Registered By Lahore
*90k KM Driven
*Inside/Outside Total Orignal
*Just One Fender Shower For Fresh Look
*Engine Performance Good
*Suspention Perfect
*Smooth drive & smooth gear
*Ac In Good Condition
*Excellent  Average
*Tyre In Good Condition
*All Document Clear And Orignal Available
*Bio-matric/Smart Card Available
*Token Tax Updated
*Neat And Clean Car Home Used Car
*Non Acidental Car
* All Features and Functions are Working Properly
*No work Required Just Buy and Drive
Only Genuine Buyers Call
*Urgent Sell Required 
*Demand 41.8 Lac
Contact# 0/3/3/1/04/0/7/2/0/0",https://images.olx.com.pk/thumbnails/414109321-800x600.jpeg,None,kaggle_5636
Daihatsu,Cuore,2004,510000,234567,Petrol,Manual,"CUORE 2004 Model 
Faisalabad Number
Complete and Clear Documents 
Lifetime Token Paid
On my name and biometric on spot 
Tubeless Tires And Alloy Rims 
AC Not Working 
Full Showered ha. Andar Bahir sa
Minor Minor Touching b ha 
Major Accidental Nahi ha 
Bohat achi average ha (16KM per litre)
Gari chalnay ma behtreen ha
koi major kaam nahi ha gari ma 
Just Buy And Use 
Exchange Also Possible with Mehran / Alto / Chevrolet 
Location : Saddar Rawalpindi near metro station. 

Ad ma sari details mention krdi hen. Pura ad parh kr rabta kren. Foolish Offers mat den. Cash pa 4 Lakh 80 Hazar sa Kam walay hazraat rabta Mt kren.",https://images.olx.com.pk/thumbnails/414662170-800x600.jpeg,None,kaggle_5637
Daihatsu,Cuore,2004,575000,110500,Petrol,Manual,"Daihatsu Coure CX
Model 2004
Chilled AC
Shinny Black Metallic
Manual Transmission
Power Windows Installed
Water Dropping Engine
No Work in Suspension
Inside Full Original
Outside Slight Spray for Fresh Look
Guarantted No Accident
Petrol Only
New Seat Covers
Tubeless Tyres
Great Fuel Average
Cplc Clear
Complete Original Documents",https://images.olx.com.pk/thumbnails/411584495-800x600.jpeg,None,kaggle_5638
Changan,Karvaan,2022,2450000,7000,Petrol,Manual,"Chang'an Karvaan (plus). model 2022 1st owner B2B genuine low mileage just like brand new  dual AC original file n number plates  meat n clean excellent in drive
o3232o5673 zero",https://images.olx.com.pk/thumbnails/414583943-800x600.jpeg,None,kaggle_5639
Honda,City Ivtec,2018,4200000,38000,Petrol,Automatic,"In really good condition 
lady driven 
first owner 
Pirelli Tyre",https://images.olx.com.pk/thumbnails/403957012-800x600.jpeg,None,kaggle_5640
Kia,Sportage,2002,1480000,17044,Petrol,Manual,"Kia Sportage 2002 model
everything perfect 
4 wheels
Best condition
AC working
demand 14 lac 80 thousand",https://images.olx.com.pk/thumbnails/414026328-800x600.jpeg,None,kaggle_5641
Chevrolet,Joy,2011,1050000,120000,Petrol,Manual,"selling my joy 1000cc
Chill A/C
Centeral Locking with remote
inner seal outer few touchups due to 2011 model and remember its a second hand car
recently tuned oil and filter
no work required
very good fuel average 15 city 18+ long
engine 10/10
suspension 10/10
tyre 10/10
just buy and drive
car k liyai wohi hazrat rabta krai jo Chevrolet k barai main jantai hain yah gari alto mehran se bht bhtr hai
price main thori bht kami ho jayai gi mokai pr",https://images.olx.com.pk/thumbnails/387146615-800x600.jpeg,None,kaggle_5642
