model,make,year,price,mileage,fuel_type,transmission,body_type,condition,seat,color,features,description,image_url
Tahoe Limited/Z71,Chevrolet,2000,98000,280000,Gasoline,Automatic,SUV,foreign_used,7,Blue,All-Wheel Drive,"2000 Chevrolet Tahoe Limited/Z71 (foreign used), a budget-friendly suv well suited to family trips and weekend getaways — a good fit for family-oriented drivers. Comes with all-wheel drive.",
ECHO,Toyota,2003,117500,209485,Gasoline,Manual,Coupe,foreign_used,4,Gray,,"2003 Toyota ECHO (foreign used), a budget-friendly coupe well suited to weekend drives and spirited handling — a good fit for lifestyle-focused drivers.",
ECHO,Toyota,2004,76500,280000,Gasoline,Manual,Sedan,foreign_used,5,White,,"2004 Toyota ECHO (foreign used), a budget-friendly sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
Eighty-Eight Royale,Oldsmobile,1993,49000,280000,Gasoline,Automatic,Sedan,local_used,5,Blue,,"1993 Oldsmobile Eighty-Eight Royale (locally used), a budget-friendly sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
Diamante,Mitsubishi,2003,84500,249056,Gasoline,Automatic,Sedan,foreign_used,5,Gray,,"2003 Mitsubishi Diamante (foreign used), a budget-friendly sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
Diamante,Mitsubishi,2004,85500,280000,Gasoline,Automatic,Sedan,foreign_used,5,Gray,,"2004 Mitsubishi Diamante (foreign used), a budget-friendly sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
Dart,Dodge,2016,181500,106891,Gasoline,Automatic,Sedan,local_used,5,Black,,"2016 Dodge Dart (locally used), a well-priced sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
E-150,Ford,1998,122500,280000,Gasoline,Automatic,Wagon,foreign_used,5,Blue,,"1998 Ford E-150 (foreign used), a budget-friendly wagon well suited to family trips with plenty of cargo room — a good fit for family-oriented drivers.",
Diamante,Mitsubishi,2002,78000,232212,Gasoline,Automatic,Sedan,foreign_used,5,Gray,,"2002 Mitsubishi Diamante (foreign used), a budget-friendly sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
E-150,Ford,1996,97500,280000,Gasoline,Automatic,Wagon,foreign_used,5,White,,"1996 Ford E-150 (foreign used), a budget-friendly wagon well suited to family trips with plenty of cargo room — a good fit for family-oriented drivers.",
E-150,Ford,1997,102000,280000,Gasoline,Automatic,Wagon,foreign_used,5,Black,,"1997 Ford E-150 (foreign used), a budget-friendly wagon well suited to family trips with plenty of cargo room — a good fit for family-oriented drivers.",
Dynasty,Dodge,1991,50000,280000,Gasoline,Automatic,Sedan,foreign_used,5,Red,,"1991 Dodge Dynasty (foreign used), a budget-friendly sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
Dynasty,Dodge,1992,48000,280000,Gasoline,Automatic,Sedan,local_used,5,White,,"1992 Dodge Dynasty (locally used), a budget-friendly sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
Dynasty,Dodge,1993,50000,280000,Gasoline,Automatic,Sedan,foreign_used,5,Yellow,,"1993 Dodge Dynasty (foreign used), a budget-friendly sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
Dart,Dodge,2014,158500,141751,Gasoline,Manual,Sedan,foreign_used,5,Gray,,"2014 Dodge Dart (foreign used), a well-priced sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
Dart,Dodge,2015,172000,118884,Gasoline,Manual,Sedan,foreign_used,5,Silver,,"2015 Dodge Dart (foreign used), a well-priced sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
Tercel,Toyota,1996,83500,280000,Gasoline,Manual,Coupe,foreign_used,4,Black,,"1996 Toyota Tercel (foreign used), a budget-friendly coupe well suited to weekend drives and spirited handling — a good fit for lifestyle-focused drivers.",
Tercel,Toyota,1997,93500,280000,Gasoline,Manual,Coupe,foreign_used,4,Black,,"1997 Toyota Tercel (foreign used), a budget-friendly coupe well suited to weekend drives and spirited handling — a good fit for lifestyle-focused drivers.",
Tercel,Toyota,1998,96500,280000,Gasoline,Manual,Coupe,local_used,4,Red,,"1998 Toyota Tercel (locally used), a budget-friendly coupe well suited to weekend drives and spirited handling — a good fit for lifestyle-focused drivers.",
Tempo,Ford,1992,80500,280000,Gasoline,Manual,Coupe,local_used,4,Black,,"1992 Ford Tempo (locally used), a budget-friendly coupe well suited to weekend drives and spirited handling — a good fit for lifestyle-focused drivers.",
Tempo,Ford,1993,79500,280000,Gasoline,Manual,Coupe,foreign_used,4,Gray,,"1993 Ford Tempo (foreign used), a budget-friendly coupe well suited to weekend drives and spirited handling — a good fit for lifestyle-focused drivers.",
Tempo,Ford,1994,52000,280000,Gasoline,Manual,Sedan,foreign_used,5,Black,,"1994 Ford Tempo (foreign used), a budget-friendly sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
Terraza,Buick,2005,178000,280000,Gasoline,Automatic,Wagon,foreign_used,5,White,,"2005 Buick Terraza (foreign used), a well-priced wagon well suited to family trips with plenty of cargo room — a good fit for family-oriented drivers.",
Terraza,Buick,2006,182500,260137,Gasoline,Automatic,Wagon,local_used,5,White,All-Wheel Drive,"2006 Buick Terraza (locally used), a well-priced wagon well suited to family trips with plenty of cargo room — a good fit for family-oriented drivers. Comes with all-wheel drive.",
Dakota,Dodge,2008,167000,226068,Gasoline,Automatic,Truck,foreign_used,2,Silver,,"2008 Dodge Dakota (foreign used), a well-priced truck well suited to hauling and rough roads — a good fit for adventure seekers.",
Cutlass Ciera,Oldsmobile,1992,86000,280000,Gasoline,Automatic,Wagon,local_used,5,Yellow,,"1992 Oldsmobile Cutlass Ciera (locally used), a budget-friendly wagon well suited to family trips with plenty of cargo room — a good fit for family-oriented drivers.",
Cutlass Ciera,Oldsmobile,1993,54000,280000,Gasoline,Automatic,Sedan,foreign_used,5,Black,,"1993 Oldsmobile Cutlass Ciera (foreign used), a budget-friendly sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
Cutlass Ciera,Oldsmobile,1994,54500,280000,Gasoline,Automatic,Sedan,local_used,5,Black,,"1994 Oldsmobile Cutlass Ciera (locally used), a budget-friendly sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
Cutlass Calais,Oldsmobile,1991,47000,280000,Gasoline,Automatic,Sedan,local_used,5,Black,,"1991 Oldsmobile Cutlass Calais (locally used), a budget-friendly sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
Cutlass,Oldsmobile,1999,69000,280000,Gasoline,Automatic,Sedan,local_used,5,Silver,,"1999 Oldsmobile Cutlass (locally used), a budget-friendly sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
Custom Cruiser,Oldsmobile,1990,72500,280000,Gasoline,Automatic,Wagon,foreign_used,5,Black,,"1990 Oldsmobile Custom Cruiser (foreign used), a budget-friendly wagon well suited to family trips with plenty of cargo room — a good fit for family-oriented drivers.",
Custom Cruiser,Oldsmobile,1991,89000,280000,Gasoline,Automatic,Wagon,foreign_used,5,Blue,,"1991 Oldsmobile Custom Cruiser (foreign used), a budget-friendly wagon well suited to family trips with plenty of cargo room — a good fit for family-oriented drivers.",
Custom Cruiser,Oldsmobile,1992,82000,280000,Gasoline,Automatic,Wagon,foreign_used,5,Silver,,"1992 Oldsmobile Custom Cruiser (foreign used), a budget-friendly wagon well suited to family trips with plenty of cargo room — a good fit for family-oriented drivers.",
Cutlass Calais,Oldsmobile,1990,43000,280000,Gasoline,Manual,Sedan,local_used,5,Silver,,"1990 Oldsmobile Cutlass Calais (locally used), a budget-friendly sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
Cube,Nissan,2012,218500,169801,Gasoline,Manual,Wagon,foreign_used,5,White,,"2012 Nissan Cube (foreign used), a well-priced wagon well suited to family trips with plenty of cargo room — a good fit for family-oriented drivers.",
Cube,Nissan,2013,267500,121964,Gasoline,Manual,Wagon,local_used,5,Orange,,"2013 Nissan Cube (locally used), a premium wagon well suited to family trips with plenty of cargo room — a good fit for family-oriented drivers.",
Cube,Nissan,2014,244000,167859,Gasoline,Automatic,Wagon,local_used,5,Black,,"2014 Nissan Cube (locally used), a well-priced wagon well suited to family trips with plenty of cargo room — a good fit for family-oriented drivers.",
Cutlass Supreme,Oldsmobile,1997,92500,280000,Gasoline,Automatic,Coupe,foreign_used,4,White,,"1997 Oldsmobile Cutlass Supreme (foreign used), a budget-friendly coupe well suited to weekend drives and spirited handling — a good fit for lifestyle-focused drivers.",
Cutlass,Oldsmobile,1997,59000,280000,Gasoline,Automatic,Sedan,local_used,5,Gray,,"1997 Oldsmobile Cutlass (locally used), a budget-friendly sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
Cutlass,Oldsmobile,1998,68000,267768,Gasoline,Automatic,Sedan,foreign_used,5,Silver,,"1998 Oldsmobile Cutlass (foreign used), a budget-friendly sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
Cutlass Supreme,Oldsmobile,1995,89500,280000,Gasoline,Automatic,Coupe,foreign_used,4,Black,,"1995 Oldsmobile Cutlass Supreme (foreign used), a budget-friendly coupe well suited to weekend drives and spirited handling — a good fit for lifestyle-focused drivers.",
Cutlass Supreme,Oldsmobile,1996,57500,280000,Gasoline,Automatic,Sedan,foreign_used,5,Black,,"1996 Oldsmobile Cutlass Supreme (foreign used), a budget-friendly sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
Cruze,Chevrolet,2016,165000,139757,Gasoline,Manual,Sedan,foreign_used,5,Blue,,"2016 Chevrolet Cruze (foreign used), a well-priced sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
Titan,Nissan,2017,325500,128465,Gasoline,Automatic,Truck,local_used,2,White,All-Wheel Drive,"2017 Nissan Titan (locally used), a premium truck well suited to hauling and rough roads — a good fit for adventure seekers. Comes with all-wheel drive.",
Cruze Limited,Chevrolet,2016,177000,124306,Gasoline,Automatic,Sedan,foreign_used,5,Blue,,"2016 Chevrolet Cruze Limited (foreign used), a well-priced sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
Corolla,Toyota,2015,163000,133151,Gasoline,Manual,Sedan,foreign_used,5,Gray,,"2015 Toyota Corolla (foreign used), a well-priced sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
Corolla,Toyota,2016,171000,115826,Gasoline,Automatic,Sedan,foreign_used,5,Black,,"2016 Toyota Corolla (foreign used), a well-priced sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
Corolla,Toyota,2017,194000,98115,Gasoline,Automatic,Sedan,local_used,5,Black,,"2017 Toyota Corolla (locally used), a well-priced sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
Corsica,Chevrolet,1994,58500,280000,Gasoline,Automatic,Sedan,foreign_used,5,Black,,"1994 Chevrolet Corsica (foreign used), a budget-friendly sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
Corsica,Chevrolet,1996,57000,280000,Gasoline,Automatic,Sedan,local_used,5,Gray,,"1996 Chevrolet Corsica (locally used), a budget-friendly sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
Cressida,Toyota,1990,46500,280000,Gasoline,Automatic,Sedan,foreign_used,5,Silver,,"1990 Toyota Cressida (foreign used), a budget-friendly sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
Cressida,Toyota,1991,45500,280000,Gasoline,Automatic,Sedan,foreign_used,5,Black,,"1991 Toyota Cressida (foreign used), a budget-friendly sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
Cressida,Toyota,1992,50500,280000,Gasoline,Automatic,Sedan,foreign_used,5,Silver,,"1992 Toyota Cressida (foreign used), a budget-friendly sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
Contour,Ford,2000,75500,280000,Gasoline,Manual,Sedan,foreign_used,5,Orange,,"2000 Ford Contour (foreign used), a budget-friendly sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
Toronado,Oldsmobile,1990,68000,280000,Gasoline,Automatic,Coupe,local_used,4,Black,,"1990 Oldsmobile Toronado (locally used), a budget-friendly coupe well suited to weekend drives and spirited handling — a good fit for lifestyle-focused drivers.",
Toronado,Oldsmobile,1991,70500,280000,Gasoline,Automatic,Coupe,foreign_used,4,Red,,"1991 Oldsmobile Toronado (foreign used), a budget-friendly coupe well suited to weekend drives and spirited handling — a good fit for lifestyle-focused drivers.",
Toronado,Oldsmobile,1992,77500,280000,Gasoline,Automatic,Coupe,local_used,4,Black,,"1992 Oldsmobile Toronado (locally used), a budget-friendly coupe well suited to weekend drives and spirited handling — a good fit for lifestyle-focused drivers.",
Colt,Plymouth,1993,85000,280000,Gasoline,Manual,Coupe,foreign_used,4,White,,"1993 Plymouth Colt (foreign used), a budget-friendly coupe well suited to weekend drives and spirited handling — a good fit for lifestyle-focused drivers.",
Contour,Ford,1998,59000,280000,Gasoline,Manual,Sedan,foreign_used,5,White,,"1998 Ford Contour (foreign used), a budget-friendly sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
Contour,Ford,1999,66000,259884,Gasoline,Manual,Sedan,local_used,5,Black,,"1999 Ford Contour (locally used), a budget-friendly sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
